Name,RA,DEC,g_elves_mag,r_elves_mag_orig,i_elves_mag,g_elves_err,r_elves_err_orig,i_elves_err,log_sm,log_sm_err,quenched,HOST,RHOST_KPC,HOST_DIST,HOST_MK,HOST_LOG_SM,Mg,Mv,sb_v,sb_v_err,radius,radius_err,sbf_distance,r_elves_mag,r_elves_err,g_mag,r_mag,g_err,r_err,Mr,l_SFRHa,SFRHa,l_SFRFUV,SFRFUV,quenched_sfr,FUV_upper_limit_flag,Ha_upper_limit_flag,Name_Host,r_cover,Confirmed,Psat
NGC247,11.7834,-20.757,9.44,8.96,,0.08,0.09,,9.41,0.13,0,NGC253,282.2,3.56,-23.95,10.77,-18.31,-18.6,21.27,0.11,4278.3,199.3,,8.96,0.09,9.38868,8.851360000000001,0.0773405585705197,0.0893717544865266,-18.907208000000004,,,,,,0,0,NGC253,300,True,1.0
dw0047m2623,11.8939,-26.3898,18.89,18.33,,0.11,0.11,,5.77,0.14,1,NGC253,68.5,3.56,-23.95,10.77,-8.86,-9.19,26.59,0.15,453.9,39.8,,18.33,0.11,18.83596,18.22192,0.1063257974341128,0.1092327139642698,-9.530376,,,<,-5.18,1.0,1,0,NGC253,300,True,1.0
dw0049m2100,12.4537,-21.0167,15.07,14.89,,0.09,0.09,,6.62,0.13,0,NGC253,267.9,3.56,-23.95,10.77,-12.69,-12.79,23.2,0.11,627.1,31.8,,14.89,0.09,15.02888,14.77926,0.0869938342642741,0.0893722205162208,-12.972828,,-4.14,,-2.86,0.0,0,0,NGC253,300,True,1.0
dw0050m2444,12.5749,-24.7367,18.22,17.95,,0.1,0.1,,5.53,0.13,1,NGC253,51.7,3.56,-23.95,10.77,-9.53,-9.7,27.91,0.13,1539.2,115.0,,17.95,0.1,18.17582,17.83989,0.0966598158491935,0.0993024672402453,-9.920141999999998,,,,,,0,0,NGC253,300,True,1.0
dw0055m2309,13.7538,-23.1688,17.49,17.14,,0.09,0.1,,5.95,0.13,0,NGC253,169.0,3.56,-23.95,10.77,-10.26,-10.47,23.75,0.12,279.1,18.1,,17.14,0.1,17.443099999999998,17.030450000000002,0.0870064572316331,0.0993019984693158,-10.723309999999998,,,,-3.79,0.0,0,0,NGC253,300,True,1.0
dw0036m2828,9.1273,-28.4701,18.67,18.47,,0.11,0.11,,5.23,0.13,0,NGC253,250.4,3.56,-23.95,10.77,-9.08,-9.21,24.39,0.14,311.7,25.8,,18.47,0.11,18.628200000000003,18.3594,0.1063257974341128,0.1092327139642698,-9.401120000000002,,,,-4.85,0.0,0,0,NGC253,300,False,0.05
dw0132p1422,23.2486,14.3736,16.05,15.85,,0.09,0.09,,7.14,0.13,0,NGC628,284.7,9.77,-22.79,10.45,-13.9,-14.02,22.02,0.11,715.4,38.7,,15.85,0.09,16.008200000000002,15.7394,0.0869938342642741,0.0893722205162208,-14.211119999999998,,-2.35,,,0.0,0,0,NGC628,300,True,1.0
dw0133p1543,23.4842,15.7314,19.94,19.38,,0.14,0.13,,6.22,0.15,1,NGC628,113.5,9.77,-22.79,10.45,-10.01,-10.34,23.93,0.2,214.4,25.6,9.18,19.38,0.13,19.88596,19.27192,0.1353122093530366,0.1290937198317563,-10.680376,,,,,,0,0,NGC628,300,True,1.0
dw0134p1544,23.5537,15.7463,17.57,17.07,,0.1,0.1,,7.07,0.13,1,NGC628,102.0,9.77,-22.79,10.45,-12.38,-12.68,24.0,0.12,1078.1,65.9,10.5,17.07,0.1,17.518,16.9615,0.0966598158491935,0.0993024672402453,-12.9955,,,,,,0,0,NGC628,300,True,1.0
dw0134p1438,23.6741,14.6444,17.06,16.86,,0.09,0.1,,6.74,0.13,0,NGC628,210.9,9.77,-22.79,10.45,-12.89,-13.01,21.73,0.12,497.9,30.2,,16.86,0.1,17.0182,16.7494,0.0870064572316331,0.0993019984693158,-13.201119999999996,,-2.85,,,0.0,0,0,NGC628,300,True,1.0
dw0136p1628,24.0842,16.4701,17.75,17.19,,0.1,0.1,,7.1,0.13,1,NGC628,118.0,9.77,-22.79,10.45,-12.2,-12.52,22.5,0.13,336.7,22.6,9.45,17.19,0.1,17.69596,17.081920000000004,0.0966598158491935,0.0993024672402453,-12.860376,,,,,,0,0,NGC628,300,True,1.0
dw0137p1537,24.3236,15.6329,17.86,17.24,,0.1,0.1,,7.18,0.13,1,NGC628,35.5,9.77,-22.79,10.45,-12.09,-12.45,22.59,0.13,380.2,26.4,10.12,17.24,0.1,17.803919999999998,17.13234,0.0966598158491935,0.0993024672402453,-12.815252,,,<,-3.9,1.0,1,0,NGC628,300,True,1.0
dw0137p1607,24.4156,16.132,20.2,19.57,,0.14,0.13,,6.24,0.16,1,NGC628,71.5,9.77,-22.79,10.45,-9.75,-10.12,25.96,0.21,489.2,64.2,9.05,19.57,0.13,20.14358,19.46241,0.1353122093530366,0.1290937198317563,-10.489397999999998,,,,-4.39,0.0,0,0,NGC628,300,True,1.0
dw0138p1458,24.5024,14.9825,16.98,16.61,,0.09,0.09,,7.06,0.13,0,NGC628,146.9,9.77,-22.79,10.45,-12.97,-13.19,22.42,0.12,349.5,21.0,8.61,16.61,0.09,16.93242,16.500590000000003,0.0869938342642741,0.0893722205162208,-13.451602,,-2.72,,,0.0,0,0,NGC628,300,True,1.0
UGC1171,24.9366,15.8993,15.71,15.45,,0.09,0.09,,7.38,0.13,0,NGC628,126.7,9.77,-22.79,10.45,-14.24,-14.4,22.36,0.11,840.5,44.3,10.13,15.45,0.09,15.66616,15.33982,0.0869938342642741,0.0893722205162208,-14.615996,,-3.6,,-2.52,0.0,0,0,NGC628,300,True,1.0
dw0139p1433,24.9611,14.5563,17.89,17.59,,0.1,0.1,,6.59,0.13,0,NGC628,246.2,9.77,-22.79,10.45,-12.06,-12.24,22.25,0.13,258.9,18.1,10.82,17.59,0.1,17.8448,17.4801,0.0966598158491935,0.0993024672402453,-12.47258,,,,-2.99,0.0,0,0,NGC628,300,True,1.0
dw0140p1556,25.0395,15.9394,18.64,18.47,,0.11,0.11,,6.05,0.13,0,NGC628,144.5,9.77,-22.79,10.45,-11.31,-11.41,24.03,0.14,449.5,36.9,11.78,18.47,0.11,18.59922,18.35919,0.1063257974341128,0.1092327139642698,-11.588682,,,,,,0,0,NGC628,300,True,1.0
UGC1176,25.043,15.9054,14.24,13.86,,0.09,0.09,,8.18,0.13,0,NGC628,144.1,9.77,-22.79,10.45,-15.71,-15.93,23.44,0.11,2350.7,115.3,,13.86,0.09,14.19208,13.75066,0.0869938342642741,0.0893722205162208,-16.195748,,,,,,0,0,NGC628,300,True,1.0
dw0143p1541,25.9012,15.6937,15.75,15.35,,0.09,0.09,,7.62,0.13,0,NGC628,284.0,9.77,-22.79,10.45,-14.2,-14.44,24.46,0.11,1437.6,76.0,8.64,15.35,0.09,15.7014,15.2408,0.0869938342642741,0.0893722205162208,-14.714039999999995,,,,,,0,0,NGC628,300,True,1.0
dw0141p1651,25.4173,16.8721,18.14,17.68,,0.1,0.1,,6.77,0.13,0,NGC628,275.5,9.77,-22.79,10.45,-11.81,-12.08,23.06,0.13,473.4,34.7,,17.68,0.1,18.08936,17.57122,0.0966598158491935,0.0993024672402453,-12.378916,,,,,,0,0,NGC628,300,False,0.3
dw0221p4221,35.301,42.364,17.28,16.79,,0.09,0.1,,7.11,0.13,1,NGC891,39.9,9.12,-23.83,10.84,-12.52,-12.8,22.58,0.12,513.0,31.9,10.48,16.79,0.1,17.22834,16.681430000000002,0.0870064572316331,0.0993019984693158,-13.111354,<,-4.35,,-4.12,1.0,0,1,NGC891,200,True,1.0
UGC1807,35.3058,42.7629,13.86,13.52,,0.09,0.09,,8.2,0.12,0,NGC891,76.6,9.12,-23.83,10.84,-15.94,-16.14,21.48,0.11,1617.4,78.5,,13.52,0.09,13.81344,13.41038,0.0869938342642741,0.0893722205162208,-16.389164,,-1.8,,-1.65,0.0,0,0,NGC891,200,True,1.0
dw0222p4242,35.7298,42.7123,17.13,16.76,,0.09,0.1,,6.96,0.13,1,NGC891,58.8,9.12,-23.83,10.84,-12.67,-12.89,24.5,0.12,1138.2,69.6,10.28,16.76,0.1,17.08242,16.650590000000005,0.0870064572316331,0.0993019984693158,-13.151601999999995,<,-4.23,,-4.21,1.0,0,1,NGC891,200,True,1.0
dw0223p4314,35.8921,43.2395,19.36,18.96,,0.12,0.12,,6.11,0.14,1,NGC891,144.8,9.12,-23.83,10.84,-10.44,-10.67,23.44,0.17,193.6,19.3,,18.96,0.12,19.3114,18.850800000000003,0.1159917790190322,0.1191629606882944,-10.944039999999998,,,,,,0,0,NGC891,200,False,0.15
dw0224p4158,36.0968,41.9747,20.49,20.09,,0.16,0.16,,5.66,0.18,1,NGC891,80.4,9.12,-23.83,10.84,-9.31,-9.54,24.41,0.23,165.6,23.9,,20.09,0.16,20.4414,19.9808,0.1546557053587096,0.1588839475843925,-9.81404,,,,,,0,0,NGC891,200,False,0.2
dw0225p4153,36.3192,41.8915,20.53,20.13,,0.16,0.16,,5.65,0.18,1,NGC891,108.4,9.12,-23.83,10.84,-9.27,-9.51,24.78,0.24,175.3,25.5,,20.13,0.16,20.4814,20.0208,0.1546557053587096,0.1588839475843925,-9.784039999999996,,,,,,0,0,NGC891,200,False,0.45
dw0226p4206,36.669,42.1111,20.44,20.04,,0.16,0.16,,5.68,0.17,1,NGC891,127.2,9.12,-23.83,10.84,-9.36,-9.6,24.01,0.23,150.3,21.3,,20.04,0.16,20.3914,19.9308,0.1546557053587096,0.1588839475843925,-9.874039999999995,,,,,,0,0,NGC891,200,False,0.1
dw0235p3850,38.976,38.8362,16.82,,16.21,0.15,,0.14,7.25,0.12,0,NGC1023,164.0,10.4,-23.78,10.6,-13.27,-13.51,21.18,0.1,532.8,86.4,11.69,16.400392156862747,0.1052272358108529,16.770733333333332,16.29132941176471,0.144944162088222,0.1044959206188931,-13.792169411764707,,,,,,0,0,NGC1023,200,True,1.0
IC239,39.1162,38.969,,,,,,,9.32,,0,NGC1023,139.8,10.4,-23.78,10.6,,-19.1,,,,,,,,,,,,,,,,,,0,0,NGC1023,200,True,1.0
dw0237p3855,39.3276,38.9331,15.24,,14.54,0.1,,0.11,8.0,0.11,0,NGC1023,111.5,10.4,-23.78,10.6,-14.84,-15.12,21.39,0.16,926.2,96.5,7.06,14.76156862745098,0.0798055006722305,15.188733333333332,14.652917647058825,0.0966381005045929,0.079249953712281,-15.426557647058823,,,,,,0,0,NGC1023,200,True,1.0
dw0237p3836,39.4144,38.6003,18.2,,17.56,0.17,,0.16,6.74,0.12,1,NGC1023,128.3,10.4,-23.78,10.6,-11.89,-12.13,23.85,0.13,547.9,63.0,10.57,17.760784313725487,0.1200161073957625,18.150066666666667,17.651858823529412,0.1642706890140046,0.1191819357091705,-12.42029882352941,,,,,,0,0,NGC1023,200,True,1.0
dw0239p3926,39.8325,39.4339,18.21,,17.59,0.14,,0.14,6.72,0.12,1,NGC1023,77.1,10.4,-23.78,10.6,-11.87,-12.11,26.17,0.1,1129.4,103.8,10.85,17.783856209150326,0.1035605188626966,18.16051111111112,17.674839215686276,0.1352858286995115,0.1028402647139906,-12.394879215686274,,,,,,0,0,NGC1023,200,True,1.0
dw0239p3903,39.8432,39.0554,20.62,,20.05,0.49,,0.34,5.69,0.16,1,NGC1023,36.2,10.4,-23.78,10.6,-9.47,-9.69,25.06,0.28,335.5,44.0,8.63,20.22653594771242,0.2796317140638268,20.571622222222224,20.11729019607844,0.4734354736848622,0.2776954759696491,-9.961330196078428,,,,,,0,0,NGC1023,200,True,1.0
dw0239p3902,39.946,39.0473,20.58,,19.76,0.09,,0.08,6.03,0.15,1,NGC1023,21.9,10.4,-23.78,10.6,-9.51,-9.82,24.72,0.07,284.5,15.8,11.51,20.02313725490196,0.0608766253853227,20.526066666666665,19.91503529411765,0.0869646347306027,0.0604537717703457,-10.159075294117644,,,,,,0,0,NGC1023,200,True,1.0
UGC2157,40.1044,38.563,14.24,,13.59,0.03,,0.03,8.35,0.1,0,NGC1023,90.8,10.4,-23.78,10.6,-15.84,-16.11,21.17,0.08,1519.9,41.6,,13.794248366013072,0.0221915397562921,14.189844444444445,13.68536862745098,0.0289898204356096,0.0220371995815694,-16.40300862745098,,,,,,0,0,NGC1023,200,True,1.0
dw0240p3854,40.1374,38.9004,16.78,,16.37,0.03,,0.04,7.01,0.1,0,NGC1023,30.0,10.4,-23.78,10.6,-13.3,-13.47,21.09,0.03,318.8,3.3,11.21,16.491111111111113,0.0281335160307302,16.73517777777778,16.381133333333338,0.0289957818984285,0.0279373706950622,-13.69797333333333,,,,,,0,0,NGC1023,200,True,1.0
dw0240p3903,40.1544,39.0593,14.91,,12.23,0.09,,0.09,8.21,0.12,0,NGC1023,7.7,10.4,-23.78,10.6,-15.18,-15.48,21.97,0.09,2047.4,0.1,,13.137450980392158,0.0665746192688764,14.649701960784313,12.91941568627451,0.0801836854075461,0.0705561159326512,-16.441541960784313,,,,,,0,0,NGC1023,200,True,1.0
dw0240p3922,40.1649,39.3792,16.68,,16.43,0.07,,0.08,6.84,0.11,0,NGC1023,58.1,10.4,-23.78,10.6,-13.41,-13.52,22.45,0.05,642.2,53.4,11.59,16.495686274509804,0.0576365721939614,16.638733333333334,16.38497647058824,0.0676483895038835,0.057235213711999,-13.704616470588237,,,,,,0,0,NGC1023,200,True,1.0
dw0241p3904,40.2512,39.0727,15.56,,15.15,0.03,,0.03,7.49,0.1,0,NGC1023,21.4,10.4,-23.78,10.6,-14.53,-14.69,22.64,0.02,980.6,25.9,12.4,15.27111111111111,0.0221915397562921,15.515177777777778,15.161133333333334,0.0289898204356096,0.0220371995815694,-14.917973333333334,,,,,,0,0,NGC1023,200,True,1.0
UGC2165,40.3145,38.7441,14.04,,13.15,0.04,,0.04,8.72,0.12,1,NGC1023,65.4,10.4,-23.78,10.6,-16.05,-16.38,21.05,0.01,1484.5,40.3,10.75,13.437385620915032,0.0295887196750561,13.984511111111113,13.329603921568626,0.0386530939141461,0.0293829327754259,-16.738043921568625,,,,,,0,0,NGC1023,200,True,1.0
dw0242p3838,40.6028,38.6352,20.6,,20.62,0.17,,0.19,4.93,0.16,1,NGC1023,105.3,10.4,-23.78,10.6,-9.49,-9.48,25.51,0.17,259.9,0.2,9.86,20.5921568627451,0.1374384238372775,20.564733333333333,20.480211764705885,0.1642864706977449,0.1364815428499981,-9.591451764705884,,,,,,0,0,NGC1023,200,True,1.0
dw0238p3805,39.6703,38.0849,16.89,,16.37,0.07,,0.06,7.11,0.11,0,NGC1023,187.8,10.4,-23.78,10.6,-13.19,-13.41,23.08,0.21,614.7,27.5,,16.52921568627451,0.0461069767419712,16.842733333333335,16.41974117647059,0.0676381688576779,0.0457868499117006,-13.667781176470587,,,,,,0,0,NGC1023,200,False,0.9
dw0241p3829,40.4758,38.4983,19.71,,19.14,0.13,,0.14,6.04,0.12,1,NGC1023,115.5,10.4,-23.78,10.6,-10.38,-10.61,23.86,0.05,260.6,30.1,,19.31653594771242,0.1019842649349949,19.661622222222224,19.20729019607844,0.125627862011499,0.1012744635578733,-10.88133019607843,,,,,,0,0,NGC1023,200,False,0.35
dw0243p3915,40.979,39.2557,19.13,,18.37,0.14,,0.15,6.52,0.13,1,NGC1023,128.5,10.4,-23.78,10.6,-10.96,-11.26,22.36,0.29,255.7,43.5,,18.61235294117647,0.1093783380272138,19.0774,18.50397647058824,0.1352911214591667,0.1086171107855561,-11.58281647058823,,,,,,0,0,NGC1023,200,False,0.05
dw0309m4104,47.3549,-41.0826,19.19,18.64,,0.12,0.11,,6.44,0.14,1,NGC1291,235.7,9.08,-23.94,10.78,-10.6,-10.92,24.25,0.16,365.0,34.7,8.74,18.64,0.11,19.1363,18.53185,0.1159803172956515,0.1092332298341489,-11.25623,,,<,-4.5,1.0,1,0,NGC1291,300,True,1.0
dw0309m4101,47.4093,-41.0312,12.59,12.12,,0.08,0.09,,8.95,0.13,0,NGC1291,229.5,9.08,-23.94,10.78,-17.2,-17.48,22.17,0.11,4122.2,196.2,,12.12,0.09,12.53902,12.01129,0.0773405585705197,0.0893717544865266,-17.783062,,-1.42,,-1.07,0.0,0,0,NGC1291,300,True,1.0
dw0310m4000,47.5432,-40.0035,15.61,15.4,,0.09,0.09,,7.29,0.13,0,NGC1291,277.2,9.08,-23.94,10.78,-14.18,-14.31,23.0,0.11,934.1,48.9,,15.4,0.09,15.56786,15.28947,0.0869938342642741,0.0893722205162208,-14.505266,,-2.72,,-2.2,0.0,0,0,NGC1291,300,True,1.0
dw0315m4040,48.7908,-40.6674,18.13,17.56,,0.1,0.1,,6.91,0.13,1,NGC1291,95.0,9.08,-23.94,10.78,-11.66,-12.0,24.88,0.13,763.2,55.8,7.81,17.56,0.1,18.07562,17.451990000000002,0.0966598158491935,0.0993024672402453,-12.344521999999998,,,<,-4.6,1.0,1,0,NGC1291,300,True,1.0
dw0317m4142,49.256,-41.7001,16.92,16.34,,0.09,0.09,,7.42,0.12,1,NGC1291,94.2,9.08,-23.94,10.78,-12.87,-13.21,23.48,0.12,696.7,41.5,9.03,16.34,0.09,16.865280000000002,16.23206,0.0869938342642741,0.0893722205162208,-13.558668,,,<,-4.47,1.0,1,0,NGC1291,300,True,1.0
dw0317m4058,49.3725,-40.9728,17.05,16.4,,0.09,0.09,,7.48,0.13,1,NGC1291,22.2,9.08,-23.94,10.78,-12.74,-13.12,23.87,0.12,970.1,56.3,7.08,16.4,0.09,16.9929,16.29255,0.0869938342642741,0.0893722205162208,-13.49769,,,<,-4.68,1.0,1,0,NGC1291,300,True,1.0
dw0317m4141,49.4083,-41.6962,17.15,16.68,,0.09,0.09,,7.13,0.13,1,NGC1291,93.7,9.08,-23.94,10.78,-12.64,-12.92,24.61,0.12,1099.0,67.6,10.39,16.68,0.09,17.09902,16.57129,0.0869938342642741,0.0893722205162208,-13.223062000000002,,,<,-4.35,1.0,1,0,NGC1291,300,True,1.0
dw0318m4101,49.6796,-41.024,18.63,18.05,,0.11,0.1,,6.73,0.13,1,NGC1291,44.1,9.08,-23.94,10.78,-11.16,-11.5,23.54,0.14,346.6,28.0,8.1,18.05,0.1,18.57528,17.94206,0.1063143809651356,0.0993029853529087,-11.848668,,,<,-4.56,1.0,1,0,NGC1291,300,True,1.0
dw0318m4211,49.6961,-42.1993,20.35,19.82,,0.15,0.15,,5.94,0.17,1,NGC1291,178.4,9.08,-23.94,10.78,-9.44,-9.75,25.52,0.22,334.5,45.8,7.32,19.82,0.15,20.29698,19.711710000000004,0.1449897237737902,0.148953700860368,-10.077938,,,<,-4.65,1.0,1,0,NGC1291,300,True,1.0
dw0319m4126,49.9305,-41.448,17.47,16.87,,0.09,0.1,,7.22,0.13,1,NGC1291,89.8,9.08,-23.94,10.78,-12.32,-12.67,25.0,0.12,833.6,53.9,8.33,16.87,0.1,17.4146,16.762200000000004,0.0870064572316331,0.0993019984693158,-13.02696,,,,-4.81,1.0,0,0,NGC1291,300,True,1.0
dw0320m4048,50.1412,-40.8048,19.27,18.72,,0.12,0.11,,6.41,0.14,1,NGC1291,108.6,9.08,-23.94,10.78,-10.52,-10.84,26.98,0.16,927.7,90.3,7.04,18.72,0.11,19.2163,18.61185,0.1159803172956515,0.1092332298341489,-11.17623,,,<,-4.69,1.0,1,0,NGC1291,300,True,1.0
